recency,frequency,monetary,age,loyalty_status_Bronze,loyalty_status_Gold,loyalty_status_Platinum,loyalty_status_Silver,city_Cairo,city_Lagos,city_Nairobi,churned
0.08014687739173026,0.3943016469802622,0.4049487333520978,0.10907618895085056,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.09142857142857141,0.16666666666666666,0.16974907698618902,0.32186512480769236,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.17142857142857143,0.2777777777777778,0.22591617667168057,0.33758318153846156,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.017469585444311916,0.44421754979065636,0.47428019388102133,0.4259023911079031,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.06285714285714286,0.4444444444444444,0.4367564610966772,0.22673352192307694,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.022857142857142854,0.4444444444444444,0.39053739915219476,0.4026925425000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.011428571428571427,0.38888888888888895,0.38758033638725564,0.6021178794230769,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.5291896799481531,0.4941788984421872,0.552028051030198,0.23308105613225383,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.06014250693886834,0.2568751702380501,0.21654203501952587,0.3503124319267489,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.04571428571428571,0.05555555555555555,0.05156912347873649,0.15891940769230772,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.06976186810130308,0.24999999999999997,0.25647539817979126,0.43390127524368305,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.05142857142857141,0.33333333333333337,0.294749076986189,0.31237966153846164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.03785016735506646,0.33855862101199125,0.3207063910036773,0.3828533058855226,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.03428571428571428,0.5277777777777778,0.485676193080815,0.06500458500000006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.09142857142857141,0.6388888888888888,0.6355804731300424,0.20868582807692315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.06857142857142856,0.33333333333333337,0.2935696704498838,0.5291020582692308,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.02517661234346695,0.5277777777777778,0.5824468559668334,0.10746722286743601,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.22285714285714286,0.24999999999999997,0.30761999179543276,0.39940475653846164,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.011428571428571427,0.33333333333333337,0.30572268562833316,0.32855153096153855,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.05142857142857141,0.5336664109446818,0.5621949774325177,0.3249216029253963,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.022857142857142854,0.4444444444444444,0.4981197866812527,0.02221370000000006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.26857142857142857,0.41666666666666663,0.4096642964583619,0.41726660192307696,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.06591448728837451,0.48982663385739955,0.4707008252776802,0.06819005192537936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.07428571428571429,0.4444444444444444,0.5178620265281006,0.07261881423076927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.37142857142857144,0.38888888888888895,0.33153288664022973,0.17805945096153852,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.17714285714285716,0.33333333333333337,0.3635477916039929,0.20314742596153845,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.057142857142857134,0.2932980400979039,0.28890721350291754,0.3343156663551215,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.12321549985483084,0.4567539774010333,0.4508618385508299,0.010433586968786601,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.03999999999999998,0.5,0.4842403938192261,0.018453681346153883,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.06261258732631289,0.3399264838371592,0.37344549156267415,0.5941773163764866,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.028571428571428553,0.2777777777777778,0.33136195815670727,0.12300146230769238,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.02394827919357395,0.3717193810486357,0.377049971565662,0.08348528875910068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.18857142857142856,0.4722222222222222,0.4265349377820321,0.2251296992307692,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.09714285714285714,0.4444444444444444,0.38352933132777245,0.31143611096153845,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.04571428571428571,0.36111111111111116,0.3197730069738821,0.05648636307692306,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.07428571428571429,0.4444444444444444,0.3992376589634897,0.18515651730769234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.15629639956594765,0.32413843723625296,0.3171972294152674,0.37068882699724803,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.04571428571428571,0.3055555555555556,0.2918091070696021,0.49828493576923083,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.14030223145524265,0.3753866264961072,0.3642098645911704,0.04792752374837314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3356172425957828,0.36111111111111116,0.40546422508587315,0.4361595407601165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.12571428571428572,0.33333333333333337,0.3829652673321483,0.2972664930769231,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.14956906171199782,0.43116175624860975,0.4030979342674355,0.07545279996718678,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.011428571428571427,0.36111111111111116,0.3479451185359058,0.3631812445664888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.2,0.33333333333333337,0.38787091480924385,0.6741951926923077,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.76,0.24999999999999997,0.28827088746068646,0.49390425615384626,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.14545198537561824,0.4418943022629551,0.47444065172235983,0.10326168866239473,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.03939450725063276,0.19562179145710293,0.17551435350787464,0.3417231291520077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.09654673340604555,0.4722222222222222,0.5088034177552768,0.20894321318321862,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.14168835383555123,0.13383756430872587,0.1716527379622788,0.30600585700889577,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.030000222333349758,0.41666666666666663,0.36909247549136226,0.33558749262650767,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.027898226662557354,0.4373668580380085,0.41955340140700675,0.41921026793846483,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.39999999999999997,0.22222222222222218,0.20087515383563515,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.055862587756389255,0.2932225496016103,0.30714134329502846,0.18715579641476743,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.13714285714285712,0.19444444444444445,0.16556132913988786,0.3801958073076923,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.13714285714285712,0.36111111111111116,0.35635170244769593,0.5835993734615385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.09714285714285714,0.4444444444444444,0.4522254888554629,0.16851224673076926,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.06597909827459507,0.5277777777777778,0.5120240596425892,0.21840708580766063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.017142857142857126,0.5833333333333334,0.5096403664706687,0.152665141923077,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.028571428571428553,0.33333333333333337,0.30399630794475596,0.09878343846153848,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.1657142857142857,0.36111111111111116,0.2975864898126624,0.35129526903846153,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.03428571428571428,0.3055555555555556,0.3096027622042937,0.51495521,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
